telepulesnev;kshk5;jogallas;terulet;lakonepesseg;lakasszam;nepsuruseg
Aba;17376;város;8805;4421;1546;50,21
Abádszalók;12441;város;13223;4129;2038;31,23
Abaliget;12548;község;1609;654;241;40,65
Abasár;24554;község;2082;2474;1188;118,83
Abaújalpár;15662;község;848;52;58;6,13
Abaújkér;26718;község;1728;610;291;35,30
Abaújlak;02820;község;706;62;81;8,78
Abaújszántó;03595;város;4739;3000;1212;63,30
Abaújszolnok;26338;község;866;167;59;19,28
Abaújvár;02273;község;735;251;140;34,15
Abda;11882;község;1902;3185;1165;167,46
Abod;10357;község;3116;206;137;6,61
Abony;27872;város;12797;14475;6007;113,11
Ábrahámhegy;04561;község;1488;434;306;29,17
Ács;04428;város;10383;6804;2725;65,53
Acsa;18573;község;2694;1373;480;50,97
Acsád;07214;község;1434;661;183;46,09
Acsalag;33385;község;1042;479;220;45,97
Ácsteszér;18139;község;1771;704;277;39,75
Adács;23241;község;3794;2551;1223;67,24
Ádánd;06080;község;2952;2107;852;71,38
Adásztevel;07302;község;837;773;312;92,35
Adony;08925;város;6105;3727;1559;61,05
Adorjánháza;31307;község;1142;355;195;31,09
Adorjás;06868;község;810;184;62;22,72
Ág;25812;község;1203;189;65;15,71
Ágasegyháza;17686;község;5587;1845;858;33,02
Ágfalva;04880;község;1308;2270;732;173,55
Aggtelek;09362;község;4382;541;241;12,35
Agyagosszergény;29407;község;1989;940;379;47,26
Ajak;08776;város;2476;3676;1331;148,47
Ajka;06673;város;9505;28071;12572;295,33
Aka;06682;község;1810;256;110;14,14
Akasztó;21944;község;6488;3292;1557;50,74
Alacska;33093;község;856;757;281;88,43
Alap;26824;község;4829;1860;877;38,52
Alattyán;25265;község;3429;1941;912;56,61
Albertirsa;31653;város;7300;12393;4960;169,77
Alcsútdoboz;15176;község;5071;1427;585;28,14
Aldebrõ;06345;község;2178;696;342;31,96
Algyõ;34245;nagyközség;7577;5125;2073;67,64
Alibánfa;02644;község;584;417;166;71,40
Almamellék;13329;község;4433;374;154;8,44
Almásfüzitõ;32346;község;819;2103;1126;256,78
Almásháza;23384;község;498;80;24;16,06
Almáskamarás;29595;község;1471;817;450;55,54
Almáskeresztúr;20376;község;1303;85;51;6,52
Álmosd;27641;község;3413;1634;701;47,88
Alsóberecki;20482;község;686;708;282;103,21
Alsóbogát;34184;község;1201;231;88;19,23
Alsódobsza;19664;község;1068;275;150;25,75
Alsógagy;14429;község;628;87;55;13,85
Alsómocsolád;17385;község;1300;280;140;21,54
Alsónána;29665;község;1314;693;280;52,74
Alsónémedi;23199;nagyközség;4907;5265;2130;107,30
Alsónemesapáti;19512;község;1451;650;273;44,80
Alsónyék;11563;község;3201;729;302;22,77
Alsóörs;30526;község;3334;1732;797;51,95
Alsópáhok;32081;község;1802;1352;665;75,03
Alsópetény;16425;község;1968;560;300;28,46
Alsórajk;18829;község;845;313;169;37,04
Alsóregmec;23223;község;1540;165;87;10,71
Alsószenterzsébet;08767;község;963;45;38;4,67
Alsószentiván;25283;község;3965;599;285;15,11
Alsószentmárton;33279;község;1361;1270;296;93,31
Alsószölnök;22549;község;1002;353;167;35,23
Alsószuha;28839;község;2242;401;172;17,89
Alsótelekes;08217;község;644;122;92;18,94
Alsótold;07621;község;786;226;111;28,75
Alsóújlak;22725;község;2102;581;290;27,64
Alsóvadász;29814;község;2290;1470;447;64,19
Alsózsolca;21032;város;2602;5581;1836;214,49
Ambrózfalva;16197;község;1122;484;237;43,14
Anarcs;29975;község;1706;1977;658;115,89
Andocs;28714;község;4327;1062;470;24,54
Andornaktálya;17987;község;1675;2599;1057;155,16
Andrásfa;12317;község;823;236;139;28,68
Annavölgy;34227;község;483;923;399;191,10
Apácatorna;28370;község;729;151;84;20,71
Apagy;20303;község;3200;2333;872;72,91
Apaj;33561;község;7104;1168;430;16,44
Aparhant;26125;község;1797;975;386;54,26
Apátfalva;14252;község;5378;2886;1540;53,66
Apátistvánfalva;08873;község;1286;385;164;29,94
Apátvarasd;27298;község;814;125;38;15,36
Apc;07241;község;2046;2459;1100;120,19
Áporka;10108;község;1747;1134;495;64,91
Apostag;21148;község;3194;2021;965;63,27
Aranyosapáti;09353;község;2111;2069;675;98,01
Aranyosgadány;06886;község;826;364;138;44,07
Arka;26198;község;949;53;66;5,58
Arló;14331;nagyközség;4687;3648;1120;77,83
Arnót;03771;község;1754;2381;827;135,75
Ároktõ;03823;község;4641;1118;479;24,09
Árpádhalom;19062;község;4520;497;242;11,00
Árpás;32249;község;1426;255;129;17,88
Ártánd;03319;község;1981;533;247;26,91
Ásotthalom;10339;nagyközség;12254;3856;1932;31,47
Ásványráró;26921;község;3911;1966;805;50,27
Aszaló;04233;község;2536;1839;631;72,52
Ászár;23852;község;1868;1676;674;89,72
Aszód;16188;város;1620;6129;2461;378,33
Aszófõ;07339;község;832;403;196;48,44
Áta;28583;község;809;150;90;18,54
Átány;06503;község;5044;1476;574;29,26
Atkár;16090;község;3376;1699;729;50,33
Attala;32735;község;2064;802;363;38,86
Babarc;05403;község;1885;733;316;38,89
Babarcszõlõs;09663;község;425;97;61;22,82
Babócsa;30474;község;3099;1458;700;47,05
Bábolna;19363;város;3355;3855;1381;114,90
Bábonymegyer;28316;község;2193;796;364;36,30
Babosdöbréte;21263;község;1252;461;229;36,82
Babót;15042;község;2167;1150;476;53,07
Bácsalmás;10719;város;10832;6434;3133;59,40
Bácsbokod;10180;nagyközség;6393;2459;1219;38,46
Bácsborsód;27234;község;7752;1097;416;14,15
Bácsszentgyörgy;08697;község;1474;149;96;10,11
Bácsszõlõs;30155;község;3883;354;225;9,12
Badacsonytomaj;22327;város;3271;2070;1084;63,28
Badacsonytördemic;03267;község;1025;864;453;84,29
Bag;09131;nagyközség;2355;3669;1339;155,80
Bagamér;20011;nagyközség;4702;2525;971;53,70
Baglad;11059;község;486;32;41;6,58
Bagod;30368;község;1637;1216;465;74,28
Bágyogszovát;28769;község;2406;1290;548;53,62
Baj;29212;község;2112;2856;1066;135,23
Baja;03522;város;17789;35102;17013;197,32
Bajánsenye;17020;község;2185;480;243;21,97
Bajna;16744;község;3727;1868;781;50,12
Bajót;29355;község;1644;1622;559;98,66
Bak;04738;község;2305;1605;586;69,63
Bakháza;14395;község;592;173;85;29,22
Bakóca;22275;község;1065;270;134;25,35
Bakonszeg;15167;község;3503;1178;572;33,63
Bakonya;08299;község;1507;329;142;21,83
Bakonybánk;24244;község;1506;431;216;28,62
Bakonybél;23746;község;2436;1188;569;48,77
Bakonycsernye;08730;község;3813;2944;1211;77,21
Bakonygyirót;28936;község;685;130;117;18,98
Bakonyjákó;29513;község;4718;686;258;14,54
Bakonykoppány;07287;község;683;237;116;34,70
Bakonykúti;23153;község;1245;138;76;11,08
Bakonynána;25991;község;1493;1012;381;67,78
Bakonyoszlop;30410;község;1420;415;206;29,23
Bakonypéterd;22062;község;1002;262;126;26,15
Bakonypölöske;06327;község;1104;360;163;32,61
Bakonyság;29902;község;856;52;55;6,07
Bakonysárkány;25229;község;1412;979;396;69,33
Bakonyszentiván;23922;község;914;223;102;24,40
Bakonyszentkirály;22813;község;2790;834;381;29,89
Bakonyszentlászló;05944;község;3851;1748;776;45,39
Bakonyszombathely;22381;község;3652;1412;602;38,66
Bakonyszücs;26417;község;3521;292;153;8,29
Bakonytamási;24129;község;2049;573;271;27,96
Baks;29106;község;6192;1993;868;32,19
Baksa;03975;község;1382;782;277;56,58
Baktakék;18184;község;1879;720;282;38,32
Baktalórántháza;02325;város;3524;3962;1174;112,43
Baktüttös;15097;község;971;329;144;33,88
Balajt;22521;község;903;484;147;53,60
Balassagyarmat;13657;város;2333;15058;6721;645,44
Balástya;23676;község;11000;3422;1894;31,11
Balaton;11527;község;1320;1031;447;78,11
Balatonakali;25308;község;3620;639;342;17,65
Balatonakarattya;34421;község;2139;861;470;40,25
Balatonalmádi;05838;város;4988;8640;4311;173,22
Balatonberény;27377;község;2609;1102;650;42,24
Balatonboglár;33853;város;3204;5568;2792;173,78
Balatoncsicsó;03072;község;1320;216;108;16,36
Balatonederics;12238;község;1859;996;460;53,58
Balatonendréd;19460;község;4045;1285;581;31,77
Balatonfenyves;20729;község;5193;1818;1156;35,01
Balatonfõkajár;29461;község;2192;1280;533;58,39
Balatonföldvár;07117;város;1532;2172;1179;141,78
Balatonfüred;21175;város;4645;13138;6211;282,84
Balatonfûzfõ;02219;város;925;4262;2016;460,76
Balatongyörök;17002;község;3759;1053;544;28,01
Balatonhenye;03638;község;1173;128;62;10,91
Balatonkenese;05148;város;4418;2595;1186;58,74
Balatonkeresztúr;07375;község;2106;1492;749;70,85
Balatonlelle;33862;város;4323;5269;2797;121,88
Balatonmagyaród;26462;község;3153;403;259;12,78
Balatonmáriafürdõ;14562;község;2677;677;367;25,29
Balatonõszöd;11916;község;1508;491;412;32,56
Balatonrendes;33844;község;676;121;88;17,90
Balatonszabadi;16601;község;4134;2952;1187;71,41
Balatonszárszó;24907;nagyközség;3013;2013;946;66,81
Balatonszemes;22822;község;3602;1710;986;47,47
Balatonszentgyörgy;21324;község;2368;1569;730;66,26
Balatonszepezd;17154;község;2506;374;210;14,92
Balatonszõlõs;28501;község;1281;652;221;50,90
Balatonudvari;15565;község;1880;293;174;15,59
Balatonújlak;16470;község;1081;445;262;41,17
Balatonvilágos;03559;község;2921;1161;614;39,75
Balinka;31103;község;1862;889;378;47,74
Balkány;26958;város;9000;6366;2457;70,73
Ballószög;13408;község;3500;3536;1169;101,03
Balmazújváros;02918;város;20544;17322;6802;84,32
Balogunyom;05102;község;1212;1120;419;92,41
Balotaszállás;25937;község;10494;1508;729;14,37
Balsa;15963;község;2252;829;417;36,81
Bálványos;24457;község;2369;556;264;23,47
Bana;31422;község;2511;1615;572;64,32
Bánd;14173;község;984;662;247;67,28
Bánfa;07603;község;1206;167;80;13,85
Bánhorváti;25159;község;2848;1332;579;46,77
Bánk;24341;község;990;671;304;67,78
Bánokszentgyörgy;08439;község;3254;611;290;18,78
Bánréve;21953;község;662;1280;543;193,35
Bár;24378;község;900;536;237;59,56
Barabás;26480;község;3818;1149;382;30,09
Baracs;07047;község;5518;3336;1379;60,46
Baracska;08581;község;3968;2731;1059;68,83
Báránd;26693;község;4257;2508;1145;58,91
Baranyahídvég;20464;község;849;172;73;20,26
Baranyajenõ;24749;község;1555;440;158;28,30
Baranyaszentgyörgy;05485;község;727;144;76;19,81
Barbacs;06196;község;1365;761;314;55,75
Barcs;32799;város;12290;10667;4539;86,79
Bárdudvarnok;03735;község;4856;1102;511;22,69
Barlahida;27447;község;610;106;86;17,38
Bárna;20048;község;1539;1030;457;66,93
Barnag;15778;község;1201;130;73;10,82
Bársonyos;08624;község;1687;740;299;43,86
Basal;15495;község;404;159;78;39,36
Baskó;08846;község;2964;158;91;5,33
Báta;11712;község;6616;1589;768;24,02
Bátaapáti;28909;község;2044;412;141;20,16
Bátaszék;08864;város;6357;6094;2522;95,86
Baté;32337;község;1028;794;298;77,24
Bátmonostor;03656;község;3795;1503;698;39,60
Bátonyterenye;33534;város;7892;12117;5708;153,54
Bátor;24022;község;2732;324;194;11,86
Bátorliget;02990;község;3330;740;334;22,22
Battonya;18102;város;14571;5794;3011;39,76
Bátya;11961;község;3386;2024;939;59,78
Batyk;24864;község;808;359;190;44,43
Bázakerettye;18698;község;803;788;385;98,13
Bazsi;07427;község;910;393;180;43,19
Béb;22901;község;704;245;100;34,80
Becsehely;23144;község;3608;1985;749;55,02
Becske;12016;község;1566;545;292;34,80
Becskeháza;27049;község;500;26;33;5,20
Becsvölgye;18360;község;2140;781;348;36,50
Bedegkér;20710;község;2600;389;198;14,96
Bedõ;33446;község;1020;315;141;30,88
Bejcgyertyános;10384;község;3143;427;265;13,59
Békás;27058;község;652;188;95;28,83
Bekecs;06929;község;2572;2446;957;95,10
Békés;09760;város;12723;18914;8373;148,66
Békéscsaba;15200;megyeszékhely,megyeijogúváros;19393;59732;29337;308,01
Békéssámson;26189;község;7121;2315;1108;32,51
Békésszentandrás;02680;nagyközség;7745;3490;1936;45,06
Bekölce;04400;község;1377;577;338;41,90
Bélapátfalva;33260;város;3663;2950;1119;80,54
Bélavár;06910;község;2278;317;221;13,92
Belecska;28662;község;1441;349;137;24,22
Beled;10588;város;2647;2610;1098;98,60
Beleg;17127;község;1799;597;225;33,19
Belezna;09168;község;3093;723;287;23,38
Bélmegyer;19390;község;6305;927;530;14,70
Beloiannisz;08466;község;454;1037;433;228,41
Belsõsárd;20950;község;979;90;43;9,19
Belvárdgyula;19008;község;1723;391;168;22,69
Benk;25441;község;850;441;175;51,88
Bénye;25098;község;1652;1241;512;75,12
Bér;32911;község;2549;338;196;13,26
Bérbaltavár;32124;község;2567;521;289;20,30
Bercel;02389;község;3590;1849;746;51,50
Beregdaróc;28246;község;2382;977;345;41,02
Beregsurány;20677;község;1601;987;230;61,65
Berekböszörmény;18467;község;4284;1905;762;44,47
Berekfürdõ;34005;község;1857;977;522;52,61
Beremend;31927;nagyközség;4826;2370;1012;49,11
Berente;34290;község;922;1170;399;126,90
Beret;29674;község;677;276;91;40,77
Berettyóújfalu;12788;város;17101;14698;6484;85,95
Berhida;33127;város;4272;5684;2041;133,05
Berkenye;09034;község;1346;643;276;47,77
Berkesd;16461;község;1904;834;295;43,80
Berkesz;07472;község;1318;872;304;66,16
Bernecebaráti;18777;község;3769;855;454;22,69
Berzék;26356;község;1059;1114;348;105,19
Berzence;30119;nagyközség;5376;2528;964;47,02
Besence;30049;község;958;106;44;11,06
Besenyõd;13639;község;945;744;255;78,73
Besenyõtelek;27517;község;4910;2560;1087;52,14
Besenyszög;11305;város;13808;3279;1422;23,75
Besnyõ;16346;község;4464;1720;689;38,53
Beszterec;21227;község;1159;1014;371;87,49
Bezedek;14119;község;1136;202;104;17,78
Bezenye;29805;község;3003;1331;571;44,32
Bezeréd;12830;község;1214;117;149;9,64
Bezi;10560;község;1121;512;203;45,67
Biatorbágy;08891;város;4412;13132;4836;297,64
Bicsérd;13310;község;1975;1004;367;50,84
Bicske;10481;város;7708;12100;4130;156,98
Bihardancsháza;25256;község;831;187;101;22,50
Biharkeresztes;19956;város;4926;4068;1638;82,58
Biharnagybajom;24828;község;6135;2694;1108;43,91
Bihartorda;29887;község;2238;920;405;41,11
Biharugra;29610;község;5284;896;556;16,96
Bikács;11970;község;3467;443;206;12,78
Bikal;04899;község;1703;698;325;40,99
Biri;02945;község;2259;1385;511;61,31
Birján;05139;község;907;503;205;55,46
Bisse;24925;község;1380;205;112;14,86
Boba;29203;község;1095;808;326;73,79
Bocfölde;17543;község;873;1121;421;128,41
Boconád;22354;község;2956;1289;639;43,61
Bócsa;08305;község;9704;1830;877;18,86
Bocska;31291;község;738;302;135;40,92
Bocskaikert;34102;község;1089;3213;1287;295,04
Boda;20899;község;1542;417;173;27,04
Bodajk;18254;város;2898;4005;1543;138,20
Bodmér;11624;község;717;227;109;31,66
Bodolyabér;33002;község;909;199;121;21,89
Bodonhely;06220;község;1110;319;163;28,74
Bodony;14933;község;2896;718;447;24,79
Bodorfa;04321;község;222;89;55;40,09
Bodrog;10506;község;1478;362;185;24,49
Bodroghalom;23737;község;2686;1359;526;50,60
Bodrogkeresztúr;30784;község;2988;1095;546;36,65
Bodrogkisfalud;33808;község;1467;862;430;58,76
Bodrogolaszi;14401;község;2061;873;387;42,36
Bódvalenke;27429;község;663;225;60;33,94
Bódvarákó;33303;község;922;68;79;7,38
Bódvaszilas;05926;község;1922;1048;470;54,53
Bogács;25195;község;2469;1905;970;77,16
Bogád;32151;község;784;952;396;121,43
Bogádmindszent;21892;község;1158;398;138;34,37
Bogdása;10694;község;2099;248;123;11,82
Bogyiszló;03425;község;5593;2117;914;37,85
Bogyoszló;04367;község;2622;608;312;23,19
Bojt;14137;község;2688;557;206;20,72
Bókaháza;19929;község;670;256;142;38,21
Bokod;07311;község;2993;2033;806;67,93
Bokor;03841;község;675;109;68;16,15
Boldog;03452;község;2674;2922;1170;109,27
Boldogasszonyfa;13116;község;1722;374;212;21,72
Boldogkõújfalu;18944;község;1098;587;207;53,46
Boldogkõváralja;14474;község;2200;1107;419;50,32
Boldva;08396;község;2834;2312;790;81,58
Bolhás;13994;község;3143;418;184;13,30
Bolhó;18120;község;2507;745;392;29,72
Bóly;33154;város;2538;3851;1509;151,73
Boncodfölde;10782;község;590;338;131;57,29
Bonyhád;06497;város;7214;13210;5585;183,12
Bonyhádvarasd;14818;község;1045;410;159;39,23
Bonnya;22673;község;1462;228;141;15,60
Bordány;08192;nagyközség;3648;3290;1491;90,19
Borgáta;03090;község;621;162;105;26,09
Borjád;06725;község;1559;404;153;25,91
Borota;19327;község;8180;1338;766;16,36
Borsfa;10056;község;1183;691;292;58,41
Borsodbóta;30669;község;813;874;344;107,50
Borsodgeszt;16124;község;1506;264;175;17,53
Borsodivánka;06707;község;1589;708;250;44,56
Borsodnádasd;05315;város;2807;3129;1348;111,47
Borsodszentgyörgy;30207;község;2152;1196;484;55,58
Borsodszirák;16799;község;1101;1166;386;105,90
Borsosberény;09894;község;2026;929;386;45,85
Borszörcsök;04765;község;1180;350;159;29,66
Borzavár;30252;község;1300;673;333;51,77
Bosta;14368;község;595;136;52;22,86
Botpalád;22239;község;1650;871;236;52,79
Botykapeterd;13365;község;1743;342;129;19,62
Bozzai;06390;község;443;313;120;70,65
Bozsok;05023;község;2091;353;150;16,88
Bózsva;31006;község;1639;171;117;10,43
Bõ;05476;község;1065;752;316;70,61
Bõcs;05306;község;2432;2635;949;108,35
Böde;22877;község;917;280;122;30,53
Bödeháza;04163;község;667;39;57;5,85
Bögöt;11651;község;499;378;165;75,75
Bögöte;07296;község;2074;267;162;12,87
Böhönye;26532;község;6417;2230;948;34,75
Bököny;11299;község;3547;3025;1203;85,28
Bölcske;06558;község;5878;2742;1267;46,65
Bõny;33950;község;5042;2150;795;42,64
Börcs;06619;község;1276;1295;458;101,49
Börzönce;21139;község;560;49;35;8,75
Bõsárkány;15501;nagyközség;2332;2100;801;90,05
Bõszénfa;26277;község;4295;519;192;12,08
Bucsa;13471;község;5582;2137;973;38,28
Bucsu;32984;község;1654;543;214;32,83
Búcsúszentlászló;20613;község;154;771;293;500,65
Bucsuta;07986;község;1619;198;109;12,23
Budajenõ;03407;község;1242;1890;628;152,17
Budakalász;23463;város;1517;10834;3991;714,17
Budakeszi;12052;város;3710;14182;5615;382,26
Budaörs;23278;város;2359;28677;10974;1215,64
Budapest;13578;fõváros;52514;1752704;913858;3337,59
Budapest01.ker.;09566;fõvárosikerület;341;25219;17024;7395,60
Budapest02.ker.;03179;fõvárosikerület;3634;89889;48986;2473,56
Budapest03.ker.;18069;fõvárosikerület;3970;130175;63107;3278,97
Budapest04.ker.;05467;fõvárosikerület;1882;101480;47207;5392,14
Budapest05.ker.;13392;fõvárosikerület;259;25917;19740;10006,56
Budapest06.ker.;16586;fõvárosikerület;238;38406;27964;16136,97
Budapest07.ker.;29744;fõvárosikerület;209;53045;36966;25380,38
Budapest08.ker.;25405;fõvárosikerület;685;76152;45185;11117,08
Budapest09.ker.;29586;fõvárosikerület;1253;59483;40431;4747,25
Budapest10.ker.;10700;fõvárosikerület;3249;77906;38771;2397,85
Budapest11.ker.;14216;fõvárosikerület;3349;150978;79082;4508,15
Budapest12.ker.;24697;fõvárosikerület;2667;57656;33549;2161,83
Budapest13.ker.;24299;fõvárosikerület;1344;119575;73889;8896,95
Budapest14.ker.;16337;fõvárosikerület;1813;123990;72840;6838,94
Budapest15.ker.;11314;fõvárosikerület;2694;80061;37300;2971,83
Budapest16.ker.;08208;fõvárosikerület;3351;73783;31160;2201,82
Budapest17.ker.;02112;fõvárosikerület;5482;87773;33390;1601,11
Budapest18.ker.;29285;fõvárosikerület;3860;101757;43940;2636,19
Budapest19.ker.;04011;fõvárosikerület;938;60131;27317;6410,55
Budapest20.ker.;06026;fõvárosikerület;1219;65454;31057;5369,48
Budapest21.ker.;13189;fõvárosikerület;2575;76500;33337;2970,87
